case_id,state,district,referral_date,referral_source,child_age_group,case_type,risk_level,outreach_attempts,service_provided,follow_up_status,case_status,support_amount_inr,days_to_first_contact,outcome_category
CWI-002792,Telangana,Hyderabad,2024-08-31,Childline/Helpline,0-5,Health/Nutrition,Low,2,Counseling,Pending,Closed,2265,3,Stabilized
CWI-006520,Tamil Nadu,Coimbatore,2023-09-15,Community Worker,0-5,Family Reintegration,Medium,1,Nutrition Support,Completed,Open,3794,7,Improved Access to Services
CWI-005775,Karnataka,Belagavi,2024-11-02,School,15-17,Emergency Shelter,Low,3,Shelter Referral,Completed,Open,2119,6,Improved Access to Services
CWI-007482,Uttar Pradesh,Prayagraj,2023-06-25,NGO Partner,6-10,Protection Concern,Medium,4,Cash Support,In Progress,Open,4224,8,Stabilized
CWI-004980,Uttar Pradesh,Agra,2025-10-15,School,15-17,Emergency Shelter,Medium,1,Counseling,Completed,Escalated,5341,3,Referred to Specialist Agency
CWI-007589,West Bengal,Howrah,2024-05-12,Police,15-17,Protection Concern,Critical,1,Cash Support,Completed,Open,6760,1,Stabilized
CWI-001092,West Bengal,Darjeeling,2025-01-19,Healthcare Facility,0-5,Emergency Shelter,Medium,2,Counseling,In Progress,Closed,3840,2,Improved Access to Services
CWI-006527,Tamil Nadu,,2024-01-12,Police,6-10,Family Reintegration,Critical,2,Cash Support,In Progress,Closed,7375,0,Improved Access to Services
CWI-009608,NCT Delhi,North Delhi,2025-01-07,School,6-10,Health/Nutrition,Critical,1,Education Kit,In Progress,Closed,8551,2,Ongoing Support Needed
CWI-004628,Tamil Nadu,,2025-11-04,Healthcare Facility,15-17,Mental Health Support,Medium,2,Education Kit,Completed,Closed,3301,11,Ongoing Support Needed
CWI-002325,Karnataka,Belagavi,2025-03-13,Healthcare Facility,11-14,Education Support,Low,4,Nutrition Support,Completed,Escalated,2985,8,Improved Access to Services
CWI-006535,Maharashtra,Pune,2025-08-03,Community Worker,6-10,Emergency Shelter,Medium,2,Medical Referral,In Progress,Open,3748,3,Referred to Specialist Agency
CWI-008972,Maharashtra,Pune,2025-02-26,Healthcare Facility,11-14,Family Reintegration,Critical,1,Nutrition Support,Completed,Open,8989,1,Stabilized
CWI-005056,karnataka,Mangaluru,2025-08-03,Childline/Helpline,11-14,Health/Nutrition,Medium,2,Medical Referral,Completed,In-progress,5761,0,Referred to Specialist Agency
CWI-002609,West Bengal,Siliguri,2023-01-10,School,11-14,Family Reintegration,Medium,3,Education Kit,In Progress,Closed,6057,6,Referred to Specialist Agency
CWI-009021,Tamil nadu,Madurai,2023-10-14,Healthcare Facility,6-10,Health/Nutrition,High,3,Shelter Referral,Completed,Closed,5755,3,Improved Access to Services
CWI-002291,Uttar Pradesh,Kanpur,2024-10-18,Police,15-17,Protection Concern,Low,2,Education Kit,In Progress,Closed,2103,6,Referred to Specialist Agency
CWI-001728,Rajasthan,Jaipur,2024-04-15,Self/Family,11-14,Protection Concern,High,2,Shelter Referral,Completed,Closed,5358,0,Stabilized
CWI-000611,Delhi,East Delhi,2024-10-28,Police,15-17,Family Reintegration,Medium,3,Counseling,Completed,Closed,1265,2,Ongoing Support Needed
CWI-004667,Rajasthan,Kota,2023-11-12,Healthcare Facility,6-10,Education Support,Low,5,Medical Referral,In Progress,Closed,3039,14,Improved Access to Services
CWI-008052,Kerala,Kozhikode,2024-04-20,Childline/Helpline,6-10,Education Support,Medium,2,Counseling,Completed,Closed,6504,7,Stabilized
CWI-005414,Karnataka,Mangaluru,2025-02-22,School,11-14,Emergency Shelter,Medium,3,Medical Referral,Completed,Closed,3598,6,Referred to Specialist Agency
CWI-000344,delhi,West Delhi,2024-03-28,NGO Partner,6-10,Education Support,Low,3,Counseling,Completed,open,100,15,Stabilized
CWI-004684,Kerala,Kollam,2025-03-12,Police,15-17,Health/Nutrition,Medium,6,Cash Support,Completed,Open,5809,4,Stabilized
CWI-008785,Kerala,Thiruvananthapuram,2024-12-24,Childline/Helpline,15-17,Emergency Shelter,High,5,Education Kit,Unable to Contact,Closed,9274,4,Improved Access to Services
CWI-003751,Telangana,Warangal,2023-01-08,School,11-14,Education Support,Medium,2,Nutrition Support,In Progress,Referred,8038,4,Ongoing Support Needed
CWI-008454,UP,Kanpur,2024-01-06,NGO Partner,6-10,Education Support,Critical,3,Nutrition Support,Completed,Closed,8646,2,Ongoing Support Needed
CWI-009308,Uttar Pradesh,Varanasi,2023-09-10,Childline/Helpline,15-17,Protection Concern,Low,3,Counseling,Completed,Open,75000,2,Improved Access to Services
CWI-006000,Rajasthan,Kota,2023-10-09,Childline/Helpline,6-10,Family Reintegration,Medium,3,Nutrition Support,In Progress,Closed,3829,4,Unable to Verify Outcome
CWI-003216,Kerala,Kollam,2025-01-20,Self/Family,11-14,Mental Health Support,Medium,2,Nutrition Support,Completed,Open,4957,4,Referred to Specialist Agency
CWI-000098,Telengana,Hyderabad,2025-08-18,Community Worker,6-10,Education Support,Medium,4,Cash Support,Completed,Open,200,4,Ongoing Support Needed
CWI-007388,Andhra Pradesh,Visakhapatnam,2023-04-23,Police,6-10,Health/Nutrition,Medium,1,Nutrition Support,Completed,Closed,3273,3,Improved Access to Services
CWI-007666,Maharashtra,Pune,2023-03-03,School,6-10,Health/Nutrition,Low,1,Education Kit,Completed,Closed,2064,7,Improved Access to Services
CWI-005177,Karnataka,Bengaluru Urban,2023-09-10,NGO Partner,0-5,Protection Concern,Low,3,Counseling,Completed,Open,1356,10,Referred to Specialist Agency
CWI-007280,Kerala,Kollam,2023-02-23,Childline/Helpline,6-10,Protection Concern,Low,3,Cash Support,Completed,Closed,3039,1,Ongoing Support Needed
CWI-006166,West Bengal,Howrah,2025-05-28,Police,15-17,Health/Nutrition,Low,2,Legal Aid Referral,Unable to Contact,Open,4141,10,Ongoing Support Needed
CWI-001538,Kerala,Thiruvananthapuram,2025-12-20,Community Worker,11-14,Protection Concern,Medium,2,Counseling,Completed,Closed,4057,5,Improved Access to Services
CWI-003589,Rajasthan,Jodhpur,2023-12-10,School,15-17,Emergency Shelter,High,3,Cash Support,Pending,Open,5399,1,Ongoing Support Needed
CWI-009443,Kerala,Kozhikode,2023-03-25,Community Worker,6-10,Family Reintegration,Medium,4,Counseling,Unable to Contact,Escalated,6103,1,Stabilized
CWI-006986,West Bengal,Kolkata,2023-03-16,School,15-17,Family Reintegration,High,2,Medical Referral,In Progress,Escalated,4184,5,Ongoing Support Needed
CWI-003649,Karnataka,Dharwad,2025-09-13,School,6-10,Emergency Shelter,High,2,Nutrition Support,Completed,Open,10125,0,Referred to Specialist Agency
CWI-002658,Delhi,South Delhi,2025-02-20,Community Worker,11-14,Mental Health Support,Medium,2,Medical Referral,Completed,Closed,5811,0,Ongoing Support Needed
CWI-009827,Uttar pradesh,Lucknow,2025-12-25,Police,6-10,Family Reintegration,High,5,Medical Referral,Completed,Closed,8320,3,Stabilized
CWI-001518,Uttar Pradesh,Kanpur,2023-02-16,Police,15-17,Family Reintegration,Medium,1,Nutrition Support,Pending,Closed,4742,4,Improved Access to Services
CWI-005062,AP,Tirupati,2025-02-05,School,15-17,Health/Nutrition,Low,4,Medical Referral,Completed,Closed,932,1,Ongoing Support Needed
CWI-009350,Telangana,Rangareddy,2025-04-23,Childline/Helpline,11-14,Protection Concern,Medium,1,Family Counseling,Pending,Open,4664,4,Referred to Specialist Agency
CWI-004625,AP,Vijayawada,2024-01-29,NGO Partner,11-14,Emergency Shelter,Medium,4,Education Kit,Completed,Open,4055,3,Unable to Verify Outcome
CWI-004273,rajasthan,Kota,2023-02-08,NGO Partner,11-14,Mental Health Support,Critical,2,Counseling,Completed,Escalated,6936,1,Referred to Specialist Agency
CWI-003670,Delhi,South Delhi,2023-11-20,Community Worker,0-5,Family Reintegration,Medium,5,Nutrition Support,Completed,Open,4781,1,Unable to Verify Outcome
CWI-006567,Delhi,South Delhi,2025-02-13,Community Worker,11-14,Emergency Shelter,Medium,5,Nutrition Support,Pending,Closed,6462,5,Stabilized
CWI-005801,Maharashtra,Mumbai,2025-05-30,Childline/Helpline,11-14,Education Support,Low,2,Counseling,Completed,Closed,2440,12,Ongoing Support Needed
CWI-002091,Tamil Nadu,Coimbatore,2024-07-30,Police,6-10,Emergency Shelter,Critical,4,Education Kit,Completed,Open,14195,1,Improved Access to Services
CWI-007098,Tamil Nadu,Salem,2025-01-01,NGO Partner,0-5,Protection Concern,Medium,2,Shelter Referral,In Progress,Referred,4908,3,Unable to Verify Outcome
CWI-006172,Maharashtra,Pune,2024-07-15,Police,6-10,Protection Concern,High,2,Family Counseling,Pending,Open,3912,3,Improved Access to Services
CWI-000573,Maharashtra,Thane,2023-03-02,Healthcare Facility,15-17,Emergency Shelter,Low,2,Legal Aid Referral,Completed,Referred,2537,13,Referred to Specialist Agency
CWI-009559,Delhi,New Delhi,2024-08-10,Police,0-5,Protection Concern,Medium,4,Counseling,Unable to Contact,Closed,3537,10,Improved Access to Services
CWI-004689,Rajasthan,Jaipur,2025-01-13,Self/Family,15-17,Mental Health Support,Low,2,Legal Aid Referral,Completed,Closed,725,12,Ongoing Support Needed
CWI-009075,Kerala,Thiruvananthapuram,2023-06-22,Self/Family,0-5,Mental Health Support,Medium,4,Nutrition Support,Completed,Escalated,4072,2,Referred to Specialist Agency
CWI-003063,Karnataka,Dharwad,2025-04-16,Community Worker,6-10,Health/Nutrition,Low,3,Medical Referral,Pending,Closed,2567,1,Ongoing Support Needed
CWI-009294,Telangana,,2025-02-30,Community Worker,11-14,Education Support,Low,6,Shelter Referral,Completed,Open,2639,9,Ongoing Support Needed
CWI-006471,Maharashtra,Pune,2023-09-19,Healthcare Facility,6-10,Protection Concern,Low,4,Counseling,Completed,Referred,5110,12,Improved Access to Services
CWI-007161,Delhi,New Delhi,2025-12-13,Self/Family,11-14,Education Support,Medium,4,Family Counseling,Completed,Open,4067,2,Ongoing Support Needed
CWI-006634,Delhi,North Delhi,2024-08-19,NGO Partner,15-17,Education Support,Low,2,Family Counseling,In Progress,Open,4880,1,Referred to Specialist Agency
CWI-008492,UP,Agra,2023-05-24,NGO Partner,11-14,Health/Nutrition,High,4,Shelter Referral,Unable to Contact,Open,4053,2,Stabilized
CWI-007926,Karnataka,Belagavi,2025-01-06,Childline/Helpline,11-14,Health/Nutrition,Low,2,Counseling,Completed,Closed,1942,5,Improved Access to Services
CWI-007346,Delhi,East Delhi,2024-05-26,School,0-5,Family Reintegration,Medium,4,Nutrition Support,Pending,Escalated,3596,3,Stabilized
CWI-006305,kerala,Kollam,2023-05-22,NGO Partner,15-17,Health/Nutrition,Low,2,Family Counseling,Completed,Closed,3503,15,Improved Access to Services
CWI-007901,Tamil Nadu,Tiruchirappalli,2024-02-05,Community Worker,11-14,Mental Health Support,Low,2,Nutrition Support,Unable to Contact,Closed,3392,7,Ongoing Support Needed
CWI-009440,Andhra Pradesh,Vijayawada,2025-01-13,Community Worker,0-5,Protection Concern,Low,2,Nutrition Support,Completed,Closed,1698,9,Ongoing Support Needed
CWI-008186,Uttar Pradesh,Agra,2023-07-09,Childline/Helpline,11-14,Protection Concern,Medium,2,Medical Referral,Completed,Escalated,4294,4,Stabilized
CWI-004480,Uttar Pradesh,Lucknow,2023-11-30,Community Worker,11-14,Mental Health Support,Low,5,Family Counseling,Completed,Closed,2060,13,Ongoing Support Needed
CWI-004949,West Bengal,Asansol,2023-03-29,Community Worker,6-10,Health/Nutrition,Low,3,Nutrition Support,Pending,Closed,1745,7,Referred to Specialist Agency
CWI-005977,Kerala,Thrissur,2023-06-06,NGO Partner,6-10,Education Support,High,4,Legal Aid Referral,In Progress,Closed,5981,6,Stabilized
CWI-000371,Kerala,Kochi,2024-05-16,Healthcare Facility,6-10,Education Support,Medium,2,Education Kit,Completed,Closed,2642,7,Ongoing Support Needed
CWI-001939,Karnataka,,2023-12-17,Childline/Helpline,15-17,Family Reintegration,Critical,5,Shelter Referral,Completed,Closed,10599,3,Improved Access to Services
CWI-002353,Karnataka,Mysuru,2023-08-03,Healthcare Facility,15-17,Health/Nutrition,High,3,Nutrition Support,Completed,Referred,3554,0,Stabilized
CWI-007128,Maharashtra,Mumbai,2023-04-11,School,0-5,Family Reintegration,High,2,Shelter Referral,Completed,Open,4488,4,Ongoing Support Needed
CWI-001754,Rajasthan,Ajmer,2025-12-29,Childline/Helpline,0-5,Education Support,Medium,2,Education Kit,Completed,Closed,3280,3,Unable to Verify Outcome
CWI-003671,Tamil nadu,Chennai,2025-05-08,Community Worker,6-10,Health/Nutrition,Medium,6,Shelter Referral,Completed,Closed,7523,2,Stabilized
CWI-007299,Uttar Pradesh,Lucknow,2024-05-17,Self/Family,0-5,Education Support,High,2,Legal Aid Referral,Completed,Closed,6521,4,Improved Access to Services
CWI-003653,Tamil Nadu,Salem,2025-08-04,School,15-17,Health/Nutrition,Low,2,Counseling,In Progress,Open,2950,4,Unable to Verify Outcome
CWI-005202,Andhra Pradesh,Tirupati,2023-08-08,Police,11-14,Protection Concern,High,3,Nutrition Support,Pending,Escalated,10169,4,Ongoing Support Needed
CWI-007910,Tamil nadu,Madurai,2023-05-31,School,11-14,Health/Nutrition,Low,4,Education Kit,Completed,Referred,3647,8,Ongoing Support Needed
CWI-002362,Telangana,Warangal,,Healthcare Facility,11-14,Health/Nutrition,High,2,Shelter Referral,Completed,Closed,2340,2,Referred to Specialist Agency
CWI-004261,Uttar Pradesh,Varanasi,2025-07-26,Healthcare Facility,11-14,Education Support,High,2,Cash Support,Pending,Closed,3492,2,Referred to Specialist Agency
CWI-005433,west bengal,Siliguri,2024-01-23,Community Worker,15-17,Mental Health Support,Low,6,Medical Referral,Pending,Referred,2383,2,Improved Access to Services
CWI-006286,Delhi,South Delhi,2024-12-23,Community Worker,11-14,Health/Nutrition,Medium,3,Cash Support,In Progress,OPEN,3268,4,Stabilized
CWI-004992,Rajasthan,Kota,2024-02-15,Childline/Helpline,6-10,Education Support,Medium,5,Education Kit,Completed,Closed,3107,4,Improved Access to Services
CWI-007601,Uttar Pradesh,Kanpur,2023-02-27,Police,11-14,Health/Nutrition,Medium,2,Medical Referral,Completed,Open,6184,8,Referred to Specialist Agency
CWI-009463,Karnataka,Mysuru,2025-04-03,Childline/Helpline,0-5,Mental Health Support,Low,5,Counseling,Completed,Closed,3667,10,Stabilized
CWI-003738,Kerala,Kochi,2024-05-07,Childline/Helpline,11-14,Family Reintegration,High,3,Counseling,Pending,Referred,5279,0,Referred to Specialist Agency
CWI-007521,Telangana,Warangal,2023-04-28,School,0-5,Education Support,Medium,1,Counseling,In Progress,Referred,5377,7,Stabilized
CWI-008560,Uttar Pradesh,Kanpur,2024-07-08,Childline/Helpline,6-10,Family Reintegration,Low,2,Family Counseling,Completed,Open,3420,6,Ongoing Support Needed
CWI-008927,kerala,Kollam,2023-11-23,Self/Family,0-5,Mental Health Support,High,2,Counseling,Pending,Open,5965,5,Ongoing Support Needed
CWI-009991,Tamil Nadu,Salem,2023-02-23,Police,11-14,Mental Health Support,High,5,Family Counseling,Completed,Closed,9428,4,Unable to Verify Outcome
CWI-005592,Rajasthan,Jaipur,2025-08-22,Police,15-17,Mental Health Support,Low,4,Counseling,Completed,Closed ,2736,6,Stabilized
CWI-001172,Kerala,Thiruvananthapuram,2025-10-01,Community Worker,0-5,Protection Concern,Low,3,Counseling,In Progress,open,2187,5,Stabilized
CWI-007371,Tamil Nadu,Salem,2024-04-18,Childline/Helpline,0-5,Protection Concern,Medium,4,Family Counseling,Completed,Closed,4087,2,Stabilized
CWI-007938,Karnataka,Belagavi,2025-09-02,Childline/Helpline,11-14,Health/Nutrition,Low,4,Medical Referral,Completed,Open,1450,9,Referred to Specialist Agency
CWI-008087,Uttar Pradesh,Varanasi,2025-08-24,Police,6-10,Education Support,Low,2,Nutrition Support,Completed,Closed,424,7,Referred to Specialist Agency
CWI-001423,Maharashtra,Nagpur,2024-05-07,Healthcare Facility,0-5,Mental Health Support,High,2,Nutrition Support,In Progress,Closed,5410,4,Improved Access to Services
CWI-006783,West Bengal,Siliguri,2024-10-13,Community Worker,6-10,Protection Concern,Low,5,Shelter Referral,Completed,Closed,899,11,Referred to Specialist Agency
CWI-009444,Tamil Nadu,,2025-10-24,Police,6-10,Family Reintegration,Medium,2,Counseling,In Progress,Referred,5284,10,Improved Access to Services
CWI-008140,Tamil Nadu,Salem,2023-11-15,School,0-5,Protection Concern,Low,7,Legal Aid Referral,Completed,Open,1910,10,Stabilized
CWI-009351,Rajasthan,Kota,2024-07-05,School,0-5,Family Reintegration,Medium,2,Family Counseling,In Progress,Closed,5361,6,Ongoing Support Needed
CWI-008019,Tamil Nadu,Tiruchirappalli,2023-12-01,Childline/Helpline,0-5,Emergency Shelter,Medium,2,Medical Referral,Completed,Open,4183,0,Stabilized
CWI-006302,Kerala,Thrissur,2023-03-25,Community Worker,0-5,Family Reintegration,Medium,2,Nutrition Support,In Progress,Closed,4612,4,Ongoing Support Needed
CWI-009648,Maharashtra,Mumbai,2025-05-28,Community Worker,11-14,Protection Concern,Critical,2,Medical Referral,Completed,Closed,10541,1,Referred to Specialist Agency
CWI-000875,Keralam,Thiruvananthapuram,2023-04-30,School,6-10,Mental Health Support,Medium,4,Shelter Referral,Completed,Escalated,5178,9,Referred to Specialist Agency
CWI-002298,Telangana,Nizamabad,2025-02-20,NGO Partner,11-14,Family Reintegration,Low,2,Education Kit,Completed,Closed,2585,6,Stabilized
CWI-002644,Rajasthan,Udaipur,2023-12-09,Community Worker,11-14,Emergency Shelter,Low,4,Cash Support,In Progress,Open,3903,3,Referred to Specialist Agency
CWI-007532,Telangana,Karimnagar,2023-04-25,Childline/Helpline,0-5,Education Support,Low,5,Nutrition Support,Completed,Closed,4079,4,Referred to Specialist Agency
CWI-001720,Rajastan,Jaipur,2024-12-20,Community Worker,15-17,Health/Nutrition,Medium,3,Legal Aid Referral,Completed,Closed,3977,1,Unable to Verify Outcome
CWI-005348,Kerala,Thrissur,2025-02-16,Police,15-17,Family Reintegration,High,4,Shelter Referral,Completed,Escalated,9993,0,Stabilized
CWI-005933,Tamil Nadu,Madurai,2024-06-23,Childline/Helpline,11-14,Protection Concern,High,3,Cash Support,Completed,Closed,8439,2,Ongoing Support Needed
CWI-000841,Telangana,Warangal,2023-06-17,Childline/Helpline,15-17,Emergency Shelter,High,2,Shelter Referral,Completed,Referred,6979,2,Stabilized
CWI-009938,Karnataka,Dharwad,2023-08-23,Self/Family,11-14,Family Reintegration,Critical,3,Family Counseling,In Progress,Escalate,10968,2,Improved Access to Services
CWI-000582,Delhi,West Delhi,2024-10-19,Childline/Helpline,11-14,Family Reintegration,Medium,5,Medical Referral,In Progress,Closed,3203,1,Improved Access to Services
CWI-000205,Telangana,Rangareddy,2023-02-15,Community Worker,15-17,Protection Concern,Medium,3,Counseling,In Progress,Open,3654,2,Unable to Verify Outcome
CWI-001642,Andhra Pradesh,Guntur,2025-02-08,Childline/Helpline,6-10,Health/Nutrition,Medium,2,Family Counseling,Pending,Closed,3011,4,Improved Access to Services
CWI-002015,Maharashtra,Thane,2024-10-17,Healthcare Facility,0-5,Family Reintegration,Low,3,Nutrition Support,Completed,Open,2928,6,Referred to Specialist Agency
CWI-003254,Maharashtra,Nagpur,2023-07-15,Healthcare Facility,11-14,Health/Nutrition,Low,2,Nutrition Support,Completed,Closed,2148,12,Ongoing Support Needed
CWI-007541,Uttar pradesh,Prayagraj,2023-10-13,Police,11-14,Mental Health Support,Medium,2,Education Kit,Pending,Open,4351,3,Referred to Specialist Agency
CWI-000906,West Bengal,Kolkata,2024-05-10,School,0-5,Family Reintegration,Low,2,Counseling,Completed,Closed,1883,11,Ongoing Support Needed
CWI-000632,Rajasthan,Udaipur,2024-04-17,School,15-17,Protection Concern,Critical,1,Counseling,Unable to Contact,Closed,11389,0,Ongoing Support Needed
